url,title,published,author,categories,audio_links
https://eo.globalvoices.org/2024/01/14201/,La dua Pintkunveno pri Majaaj Lingvoj kunigas ciferecajn aktivistojn por kunlabora lernado kaj interŝanĝo,2024-01-11T20:33:31+01:00,Manuela BURGHELEA,"@ActLenguas,Civitanaj komunikiloj,Indiĝenoj,LINGVOJ,Rising Voices,Ĉefaĵo",
https://eo.globalvoices.org/2024/01/14193/,La nombro da indiĝenoj de la insulo Saĥaleno en Rusio draste malpliiĝas,2024-01-12T13:34:05+01:00,Teddy Nee,"Angla,Blogo,Civitanaj komunikiloj,Etno kaj raso,Filmo,Historio,Indiĝenoj,Regado,Resumo,RuNet Echo,Rusio",
https://eo.globalvoices.org/2024/01/14217/,"En Benino, la nacia festo de vuduo iĝas “Vodun days”",2024-01-25T21:51:47+01:00,Manuela BURGHELEA,"Arto kaj kulturo,Benino,Blogo,Civitanaj komunikiloj,Indiĝenoj,Komunikiloj kaj ĵurnalismo,Religio,Ĉefaĵo",
https://eo.globalvoices.org/2024/01/14225/,Serĉe de la kara aŭstralia koalo,2024-01-27T20:02:13+01:00,Manuela BURGHELEA,"Angla,Aŭstralio,Blogo,Civitanaj komunikiloj,Medio,Oceanio,Scienco,Ĉefaĵo",
https://eo.globalvoices.org/2024/02/14233/,Motorcikloj kontraŭ malsato en la oriento de Demokratia Respubliko Kongo,2024-02-02T00:52:53+01:00,Manuela BURGHELEA,"Civitanaj komunikiloj,DR Kongo,Komunikiloj kaj ĵurnalismo,Nutraĵo,Ĉefaĵo",
https://eo.globalvoices.org/2024/02/14239/,“Mia mesaĝo kaze se mi estos murdita: ne rezignu”: Aleksej Navalnij antaŭvidis sian pereon,2024-02-16T21:00:17+01:00,Manuela BURGHELEA,"Angla,Civitanaj komunikiloj,Freŝa Novaĵo,Homaj rajtoj,Juro,Parollibereco,Politiko,Protesto,Rusio,Ĉefaĵo",
https://eo.globalvoices.org/2024/03/14149/,Kiel rugbeo iĝis parto de DNA de sudafrikanoj,2024-03-05T07:57:34+01:00,Stano BELOV,"Angla,Blogo,Civitanaj komunikiloj,Sporto,Subsahara Afriko,Sud-Afriko",
https://eo.globalvoices.org/2024/03/14262/,Nova kanto titolita “Panjo havas sekreton” prezentas patrinojn el Rusio kiuj estas kontraŭmilitaj aktivulinoj,2024-03-12T01:19:31+01:00,Manuela BURGHELEA,"Angla,Blogo,Civitanaj komunikiloj,En- kaj elmigrado,Homaj rajtoj,Interreta aktivismo,Milito kaj konflikto,Muziko,Parollibereco,Protesto,Rusio,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2024/03/14288/,"En Turkio, murdo de senhejma kato estigas tempeston",2024-03-20T15:14:07+01:00,Manuela BURGHELEA,"Angla,Blogo,Civitanaj komunikiloj,MONDO,Mezoriento kaj Nordafriko,TEMOJ,Turkio,Ĉefaĵo",
https://eo.globalvoices.org/2024/03/14298/,Undertones: Vortaro por kompreni la militon en Gazao,2024-03-30T18:33:15+01:00,Aza Delgado Orduño,"Blogo,Cenzuro,Civitanaj komunikiloj,Homaj rajtoj,Indiĝenoj,Lingvo,Mezoriento kaj Nordafriko,Milito kaj konflikto,Palestino,Politiko,The Bridge,Ĉefaĵo",
https://eo.globalvoices.org/2024/04/14361/,Ukrainaj viroj fuĝantaj de mobilizado: malkomforta temo kiun neniu deziras priparoli,2024-04-04T07:56:50+02:00,Stano BELOV,"Angla,Blogo,Civitanaj komunikiloj,En- kaj elmigrado,Homaj rajtoj,Milito kaj konflikto,Moldavio,Politiko,Regado,Rifuĝintoj,Ukrainio,Ĉefaĵo",
https://eo.globalvoices.org/2024/04/14381/,La sokrota lingvo provante pluvivi en foresto de teknologio,2024-04-16T19:20:53+02:00,Herman Dekeŭnink,"Blogo,Civitanaj komunikiloj,Disvolvado,En- kaj elmigrado,Etno kaj raso,Indiĝenoj,Jemeno,Lingvo,Mezoriento kaj Nordafriko,Milito kaj konflikto,Politiko,Rifuĝintoj,Teknikaro,Ĉefaĵo",
https://eo.globalvoices.org/2024/04/14366/,Muro kaj gardoturo: kial Israelo fiaskas?,2024-04-17T15:03:50+02:00,Stano BELOV,"Blogo,Civitanaj komunikiloj,Historio,Homaj rajtoj,Indiĝenoj,Internaciaj rilatoj,Israelo,Mezoriento kaj Nordafriko,Milito kaj konflikto,Palestino,Politiko,The Bridge,Ĉefaĵo",
https://eo.globalvoices.org/2024/04/14389/,Pri Rising Voices (Leviĝantaj Voĉoj),2024-04-17T16:19:41+02:00,Herman Dekeŭnink,"Announcements,Civitanaj komunikiloj,Rising Voices,Ĉefaĵo",
https://eo.globalvoices.org/2024/04/14418/,‘Etikedu la arbojn': La malaperanta kenja lingvo estas savita per arbarigado,2024-04-18T19:12:46+02:00,Herman Dekeŭnink,"Angla,Blogo,Civitanaj komunikiloj,Indiĝenoj,Kenjo,Medio,Subsahara Afriko,Ĉefaĵo",
https://eo.globalvoices.org/2024/04/14431/,Klarigoj pri la originoj de la milito kontraŭ Gazao,2024-04-22T12:45:25+02:00,Laurent RAMETTE,"Blogo,Civitanaj komunikiloj,Etno kaj raso,Freŝa Novaĵo,Homaj rajtoj,Homama agado,Indiĝenoj,Israelo,MONDO,Mezoriento kaj Nordafriko,Milito kaj konflikto,Palestino,Politiko,Ĉefaĵo",
https://eo.globalvoices.org/2024/04/14247/,La rolo de la junularo en la disvolvado de cifereca edukado en Orienta Timoro,2024-04-24T21:13:16+02:00,Manuela BURGHELEA,"Angla,Blogo,Civitanaj komunikiloj,GV Advocacy,Junuloj,Orienta Azio,Orienta Timoro,Parollibereco,Politiko,Ĉefaĵo",
https://eo.globalvoices.org/2024/04/14455/,Alvoko de Global Voices por artikoloj pri Ukrainio,2024-04-24T21:49:23+02:00,Manuela BURGHELEA,"Angla,Announcements,Civitanaj komunikiloj,Orienta kaj Centra Eŭropo,Rusa,Ukraina,Ukrainio,Ĉefaĵo",
https://eo.globalvoices.org/2024/04/14484/,Romalingva eldono de la Dikan-bildstrioj publikigita en Serbio,2024-04-28T19:13:25+02:00,Toño DEL BARRIO,"Arto kaj kulturo,Bosnio kaj Hercegovino,Civitanaj komunikiloj,Kosovo,Kroatio,Makedona,Makedonio,Montenegro,Orienta kaj Centra Eŭropo,Serba,Serbio,Slovenio,Ĉefaĵo",
https://eo.globalvoices.org/2024/04/14480/,"AfrikElles, togolanda amaskomunikilo kiu metas afrikajn virinojn en la koron de sia redakcia linio",2024-04-30T23:04:26+02:00,Gilles TABARD,"Blogo,Civitanaj komunikiloj,Homaj rajtoj,Komunikiloj kaj ĵurnalismo,Parollibereco,Subsahara Afriko,Togolando,Virinoj kaj genro,Ĉefaĵo",
