url,title,published,author,categories,audio_links
https://eo.globalvoices.org/2022/01/12628/,Kartveloj kiuj aspektas malsamaj: “Amikoj petas al mi vesti min tiele ke oni ne batos min”,2022-01-01T19:24:52+01:00,Herman Dekeŭnink,"Angla,Centra Azio kaj Kaŭkazio,Civitanaj komunikiloj,Fotografio,Homaj rajtoj,Junuloj,Kartvelio,LINGVOJ,MONDO,Muziko,Parollibereco,Politiko,Protesto,Rajtoj je seksa diverseco (GLAT),TEMOJ,Video,Ĉefaĵo",
https://eo.globalvoices.org/2022/01/12579/,La usona registaro konfirmas diplomatian bojkoton de Pekinaj Vintraj Olimpikoj 2022,2022-01-09T19:03:07+01:00,Aza Delgado Orduño,"Angla,Blogo,Civitanaj komunikiloj,Freŝa Novaĵo,Homaj rajtoj,Nordameriko,Orienta Azio,Politiko,Sporto,Usono,Ĉefaĵo,Ĉinio",
https://eo.globalvoices.org/2022/01/12455/,"“Neglekto hejme, profitoj eksterlande”: Kuba medicina sistemo",2022-01-17T13:17:41+01:00,Stano BELOV,"Blogo,COVID-19,Civitanaj komunikiloj,Ekonomio kaj komerco,Kubo,Latinameriko,Politiko,Sano,Ĉefaĵo",
https://eo.globalvoices.org/2022/01/12678/,Siriaj postvivantoj de torturo festas kondamnon faritan de la Germana Kortumo kontraŭ oficiro,2022-01-31T19:50:19+01:00,Aza Delgado Orduño,"Angla,Blogo,Centra Azio kaj Kaŭkazio,Cenzuro,Civitanaj komunikiloj,Ekonomio kaj komerco,Homaj rajtoj,Internaciaj rilatoj,Japanio,Katastrofo,Kazaĥa,Kazaĥio,Komunikiloj kaj ĵurnalismo,Medio,Mezoriento kaj Nordafriko,Milito kaj konflikto,Orienta Azio,Parollibereco,Politiko,Protesto,Regado,Rusa,Sirio,Ĉefaĵo",
https://eo.globalvoices.org/2022/01/12728/,Ĉu la protestoj en Kazaĥio estis prognozeblaj?,2022-01-31T20:48:27+01:00,Stano BELOV,"Centra Azio kaj Kaŭkazio,Civitanaj komunikiloj,Kazaĥio,Politiko,Protesto,SPECO,Ĉefaĵo",
https://eo.globalvoices.org/2022/01/12642/,Ŝanĝo de registaro en Ĉilio: la reveno de la (fragila) espero,2022-01-31T22:40:09+01:00,Aza Delgado Orduño,"Angla,Blogo,Civitanaj komunikiloj,Ekonomio kaj komerco,Elektado,Freŝa Novaĵo,Junuloj,Latinameriko,Mezoriento kaj Nordafriko,Politiko,Protesto,Regado,The Bridge,Turkio,Ĉefaĵo,Ĉilio",
https://eo.globalvoices.org/2022/02/12664/,La paradokso minacanta la post-karban estontecon de Ukrainio,2022-02-01T02:24:38+01:00,Stano BELOV,"Angla,Blogo,Civitanaj komunikiloj,Disvolvado,Ekonomio kaj komerco,Medio,Milito kaj konflikto,Orienta kaj Centra Eŭropo,Ukraina,Ukrainio,Ĉefaĵo",
https://eo.globalvoices.org/2022/02/12739/,#saluton Türkiye – lastatempa provo de Turkio alinomi sin mem,2022-02-08T14:08:27+01:00,Stano BELOV,"Angla,Civitanaj komunikiloj,Ekonomio kaj komerco,LINGVOJ,MONDO,Mezoriento kaj Nordafriko,Politiko,Regado,Resumo,SPECO,TEMOJ,Turkio,Ĉefaĵo",
https://eo.globalvoices.org/2022/02/12772/,Kartvelia ĉefministro donacis per luaĉeta kontrakto parton de ŝtata arbaro al sia edzino,2022-02-14T17:32:18+01:00,Aza Delgado Orduño,"Angla,Centra Azio kaj Kaŭkazio,Civitanaj komunikiloj,Ekonomio kaj komerco,Kartvelio,MONDO,Medio,Politiko,Regado,Resumo,SPECO,TEMOJ",
https://eo.globalvoices.org/2022/02/12706/,Brulaĵprotestoj iĝas politikaj postuloj tra Kazaĥio,2022-02-16T11:40:37+01:00,Aza Delgado Orduño,"Blogo,Centra Azio kaj Kaŭkazio,Cenzuro,Civitanaj komunikiloj,Freŝa Novaĵo,Interreta aktivismo,Kazaĥio,Komunikiloj kaj ĵurnalismo,Parollibereco,Politiko,Protesto,Regado,Ĉefaĵo",
