url,title,published,author,categories,audio_links
https://eo.globalvoices.org/2020/01/6663/,"Renkontu Bertha Maribel Pech Polanco, gastigantinon de @ActLenguas de la 23-a ĝis la 29-a de decembro 2019",2020-01-01T15:42:01+01:00,Manuela BURGHELEA,"@ActLenguas,Civitanaj komunikiloj,Meksiko,Ĉefaĵo",
https://eo.globalvoices.org/2020/01/6797/,La interkonektitaj originoj de “kawaii” kaj japana kvirkulturo,2020-01-08T17:51:31+01:00,Marc Konijnenberg,"Arto kaj kulturo,Blogo,Bona novaĵo,Civitanaj komunikiloj,Ekonomio kaj komerco,Historio,Ideoj,Japana,Japanio,Komunikiloj kaj ĵurnalismo,Orienta Azio,Rajtoj je seksa diverseco (GLAT),Ĉefaĵo",
https://eo.globalvoices.org/2020/01/6830/,"Bildoj el la Festivalo de Indiĝenaj Lingvoj en Interreto, 2019",2020-01-09T00:49:13+01:00,Rafael LIMA,Civitanaj komunikiloj,
https://eo.globalvoices.org/2020/01/6755/,Vivu Večerníček: la daŭra allogo de 55-jaraĝa ĉeĥa televidprogramo por infanoj,2020-01-09T13:08:36+01:00,Luis Obando,"Arto kaj kulturo,Civitanaj komunikiloj,Filmo,Junuloj,Orienta kaj Centra Eŭropo,Ĉeĥio",
https://eo.globalvoices.org/2020/01/6607/,Lingva aktivismo por la estonteco de la homaro,2020-01-11T17:13:31+01:00,Luis Obando,"Bolivio,Civitanaj komunikiloj,Ekvadoro,Gvatemalo,Kolombio,Meksiko,Peruo,indiĝenoj",
https://eo.globalvoices.org/2020/01/6853/,Podkastoj pri la graveco de iniciatoj por revivigo de indiĝenaj lingvoj,2020-01-14T22:49:03+01:00,Rafael LIMA,"@ActLenguas,Civitanaj komunikiloj,Indiĝenoj,Interreta aktivismo,Latinameriko,Podkasto,indiĝenoj",
https://eo.globalvoices.org/2020/01/6309/,Muzeoj de la spirito: kial ni devas protekti endanĝerajn lingvojn,2020-01-17T23:35:56+01:00,Nichita Onufriev,"Blogo,Civitanaj komunikiloj,Indiĝenoj,Lingvo,MONDO,Rising Voices,The Bridge,Ĉefaĵo",
https://eo.globalvoices.org/2020/01/6946/,Formularo por proponi artikolon al Global Voices,2020-01-18T14:30:54+01:00,Herman Dekeŭnink,"Civitanaj komunikiloj,GV Community Blog",
https://eo.globalvoices.org/2020/01/6979/,Tajvana prezidanta balotado: Tsai Ing-wen reelektita kun rekordaj voĉoj,2020-01-20T16:43:54+01:00,Gilles TABARD,"Angla,Blogo,Civitanaj komunikiloj,Elektado,Freŝa Novaĵo,Orienta Azio,Politiko,Tajvano (RĈ),Ĉefaĵo,Ĉinio",
https://eo.globalvoices.org/2020/01/5025/,"Kial homoj debatas la proponon por senaŭta tago en Kolombo, Srilanko?",2020-01-20T20:26:03+01:00,Herman Dekeŭnink,"Angla,Blogo,Civitanaj komunikiloj,Freŝa Novaĵo,Homaj rajtoj,Internaciaj rilatoj,Medio,Politiko,Protesto,Regado,Sporto,Srilanko,Suda Azio,Virinoj kaj genro",
https://eo.globalvoices.org/2020/01/7099/,Facebook mistradukis la nomon de la ĉina prezidento Xi Jinping,2020-01-27T13:50:31+01:00,Adamo,"A2-lingvo-nivelo,Blogo,Civitanaj komunikiloj,Humuro,Mjanmao (Birmo),Orienta Azio,Politiko,Resumo,Ĉefaĵo",
https://eo.globalvoices.org/2020/01/6878/,[Video] Indiĝenaj popoloj kaj alproprigo de nuntempaj teknologioj,2020-01-30T23:29:09+01:00,Rafael LIMA,"Civitanaj komunikiloj,Indiĝenoj,Meksiko,indiĝenoj,Ĉefaĵo",
https://eo.globalvoices.org/2020/01/6435/,La venko de transgenruloj en Chulalongkorn – universitato en Tajlando,2020-01-30T23:36:16+01:00,Adamo,"A2-lingvo-nivelo,Blogo,Bona novaĵo,Civitanaj komunikiloj,Edukado,Homaj rajtoj,Junuloj,Orienta Azio,Politiko,Rajtoj je seksa diverseco (GLAT),Tajlando,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2020/01/7125/,Kuro por protesti kontraŭ la diktatoreco en Tajlando,2020-01-30T23:56:26+01:00,Adamo,"A2-lingvo-nivelo,Blogo,Civitanaj komunikiloj,Esperanto,Homaj rajtoj,Orienta Azio,Politiko,Protesto,Regado,Tajlando",
https://eo.globalvoices.org/2020/02/6791/,Rigardo al la partopreno de la indiana virino en la meksika kinematografio,2020-02-03T13:10:01+01:00,Manuela BURGHELEA,"Civitanaj komunikiloj,Etno kaj raso,Filmo,Hispana,Indiĝenoj,Latinameriko,Meksiko,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2020/02/7137/,Makame Faki diris adiaŭon al la muzika mondo,2020-02-05T13:28:18+01:00,Adamo,"A2-lingvo-nivelo,Arto kaj kulturo,Blogo,Civitanaj komunikiloj,Edukado,Esperanto,Freŝa Novaĵo,Historio,Junuloj,Muziko,Subsahara Afriko,Tanzanio,Vojaĝo,Ĉefaĵo",
https://eo.globalvoices.org/2020/02/7155/,La unua Akademio de Senpilotaj Aviadiletoj en Afriko funkcias en Malavio,2020-02-07T23:17:41+01:00,Adamo,"A2-lingvo-nivelo,Blogo,Civitanaj komunikiloj,Disvolvado,Esperanto,Homama agado,Malavio,Medio,Scienco,Subsahara Afriko,Teknikaro,Ĉefaĵo",
https://eo.globalvoices.org/2020/02/7211/,Ĉu Rusio sekvas la ĉinan ŝablonon de cifereca aŭtoritatismo?,2020-02-10T15:45:39+01:00,Gilles TABARD,"Cenzuro,Civitanaj komunikiloj,GV Advocacy,Homaj rajtoj,Internaciaj rilatoj,Komunikiloj kaj ĵurnalismo,Orienta Azio,Orienta kaj Centra Eŭropo,Regado,RuNet Echo,Rusa,Rusio,Ĉefaĵo,Ĉina,Ĉinio",
https://eo.globalvoices.org/2020/02/6823/,La makedona registaro promesas forpreni lernejan lernolibron mizoginan,2020-02-11T22:55:52+01:00,Manuela RONCO,"Angla,Civitanaj komunikiloj,Edukado,Homaj rajtoj,Interreta aktivismo,Makedona,Makedonio,Orienta kaj Centra Eŭropo,Politiko,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2020/02/7266/,La kampanjo #ViernesTradicional valorigas la vestaĵan riĉecon de Meksiko,2020-02-12T22:58:19+01:00,Kelli Damacena,"Arto kaj kulturo,Civitanaj komunikiloj,Indiĝenoj,Meksiko,Rising Voices,Ĉefaĵo",
https://eo.globalvoices.org/2020/02/7414/,Forpaso pro koronoviruso de la blogisto Li Wenliang fajrigas la ĉinajn sociajn mediojn,2020-02-18T17:28:41+01:00,Gilles TABARD,"Angla,Blogo,Civitanaj komunikiloj,Homaj rajtoj,Orienta Azio,Parollibereco,Politiko,Sano,Ĉefaĵo,Ĉinio",
